AL|47||783224|Komuna e Grykë Çajës
AL|45||783232|Komuna e Frashërit
AL|47||783255|Komuna e Fajzës
AL|46||783260|Bashkia e Ersekës
AL|43||783264|Bashkia e Elbasanit
AL|46||783301|Komuna e Drenovës
AL|41||783371|Komuna e Derjanit
AL|40||783409|Bashkia e Çorovodës
AL|46||783413|Komuna e Çlirimit
AL|40||783451|Komuna e Çepanit
AL|45||783462|Komuna e Çarshovës
AL|45||783485|Komuna e Buzit
AL|47||783490|Komuna e Bushtricës
AL|41||783494|Bashkia e Burrelit
AL|41||783509|Bashkia e Bulqizës
AL|47||783520|Komuna e Bujanit
AL|46||783523|Komuna e Buçimasit
AL|43||783556|Komuna e Funarit
AL|49||783594|Komuna e Blerimit
AL|47||783613|Komuna e Bicajt
AL|47|26|783656|Begaj
AL|46||783670|Komuna e Barmashit
AL|45||783696|Komuna e Ballabanit
AL|47|26|783708|Bajram Curri
AL|47||783735|Komuna e Arrënit
AL|47|26|793176|Mejdan
AL|45||831333|Komuna e Cepojës
AL|46||831334|Komuna e Leskovikut
AL|47||831495|Bashkia e Bajram Curri
AL|47||831496|Komuna e Fierzës
AL|49||831497|Komuna e Fierzës
AL|47||831498|Komuna e Bytyçit
AL|47||831499|Komuna e Malzit
AL|49||831500|Komuna e Qafa e Malit
AL|47||831501|Bashkia e Kukësit
AL|47||831502|Komuna e Terthorës
AL|48||831503|Komuna e Fanit
AL|48||831504|Komuna e Selitës
AL|41||831907|Komuna e Arrasit
AL|41||831915|Komuna e Lisit
AL|41||831919|Komuna e Suçit
AL|50||831952|Komuna e Shëngjergjit
AL|41||832204|Komuna e Fushë Bulqizës
AL|43||832207|Komuna e Qendër Librazhdit
AL|47|26|834103|Çorraj
AL|47|26|862156|Demaliaj
AL|47|26|862177|Sinanaj
AL|47|26|862259|Gosturan
AL|51||2525811|Komuna e Lukovës
AL|44||3183591|Bashkia e Ballshit
AL|44||3183626|Komuna e Zharrëzit
AL|48||3183647|Komuna e Zejmenit
AL|50||3183654|Komuna e Zall-Herrit
AL|50||3183659|Komuna e Zall-Bastarit
AL|51||3183701|Komuna e Vranishtit
AL|50||3183709|Bashkia e Vorës
AL|51||3183720|Bashkia e Vlorës
AL|49||3183766|Komuna e Velipojës
AL|50||3183792|Komuna e Vaqarrit
AL|40||3183815|Bashkia e Urës Vajgurore
AL|48||3183821|Komuna e Ungrejit
AL|41||3183825|Komuna e Ulëzës
AL|50|3183878|3183878|Bashkia e Tiranës
AL|40||3183903|Komuna e Tërpanit
AL|44||3183908|Komuna e Tërbufit
AL|49||3183930|Komuna e Kelmendit
AL|42||3183947|Bashkia e Sukthit
AL|44||3183960|Komuna e Strumit
AL|40||3184014|Komuna e Sinjës
AL|45||3184019|Komuna e Lopësit
AL|49||3184061|Komuna e Shoshit
AL|49||3184067|Komuna e Shllakut
AL|49||3184082|Bashkia e Shkodrës
AL|42||3184100|Bashkia e Shijakut
AL|43||3184102|Komuna e Shezës
AL|48||3184138|Komuna e Shëngjinit
AL|43||3184169|Komuna e Shalësit
AL|49||3184173|Komuna e Shalës
AL|51||3184178|Komuna e Sevasterit
AL|51||3184198|Bashkia e Selenicës
AL|50||3184211|Komuna e Farkës
AL|48||3184239|Bashkia e Rubikut
AL|50||3184253|Bashkia e Rrogozhinës
AL|48||3184265|Bashkia e Rrëshenit
AL|42||3184272|Komuna e Rrashbullit
AL|43||3184278|Komuna e Rrasës
AL|44||3184291|Bashkia e Roskovecit
AL|44||3184317|Komuna e Remasit
AL|45||3184360|Komuna e Qesaratit
AL|49||3184365|Komuna e Qerretit
AL|49||3184375|Komuna e Qelëzës
AL|49||3184389|Bashkia e Pukës
AL|45||3184398|Komuna e Kurveleshit
AL|50||3184409|Komuna e Prezës
AL|40||3184418|Komuna e Poshnjës
AL|50||3184472|Komuna e Pezës
AL|50||3184475|Komuna e Petrelës
AL|43||3184486|Komuna e Përparimit
AL|40||3184491|Komuna e Perondit
AL|43||3184498|Bashkia e Peqinit
AL|44||3184520|Bashkia e Patosit
AL|43||3184539|Komuna e Papërit
AL|43||3184563|Komuna e Pajovës
AL|51||3184576|Bashkia e Orikumit
AL|49||3184584|Komuna e Ana e Malit
AL|51||3184589|Komuna e Novoselës
AL|42||3184595|Komuna e Niklës
AL|50||3184612|Komuna e Ndroqit
AL|48||3184703|Komuna e Milotit
AL|49||3184725|Komuna e Postribës
AL|45||3184744|Bashkia e Memaliajt
AL|42||3184802|Bashkia e Manzës
AL|48||3184807|Bashkia e Mamurrasit
AL|42||3184809|Komuna e Maminasit
AL|50||3184856|Komuna e Luzit i Vogël
AL|44||3184863|Bashkia e Lushnjës
AL|44||3184931|Komuna e Libofshës
AL|48||3184936|Bashkia e Lezhës
AL|44||3184949|Komuna e Levanit
AL|47||3184970|Komuna e Lekbibajt
AL|50||3184975|Komuna e Lekajt
AL|48||3185013|Bashkia e Laçit
AL|44||3185016|Komuna e Kutës
AL|40||3185018|Komuna e Kutallit
AL|44||3185032|Komuna e Kurjanit
AL|44||3185045|Komuna e Kumanit
AL|40||3185061|Bashkia e Kuçovës
AL|50||3185070|Komuna e Kryevidhit
AL|44||3185078|Komuna e Krutjës
AL|42||3185083|Bashkia e Krujës
AL|40||3185108|Komuna e Kozarës
AL|51||3185114|Komuna e Kotës
AL|49||3185134|Bashkia e Koplikut
AL|41||3185141|Komuna e Komësit
AL|50||3185212|Bashkia e Kavajës
AL|42||3185219|Komuna e Katundit i Ri
AL|50||3185235|Komuna e Kasharit
AL|43||3185247|Komuna e Karinës
AL|50||3185271|Bashkia e Kamzës
AL|48||3185291|Komuna e Kallmetit
AL|43||3185316|Komuna e Kajanit
AL|48||3185322|Komuna e Kaçinarit
AL|42||3185352|Komuna e Ishmit
AL|49||3185360|Komuna e Iballës
AL|51||3185378|Bashkia e Himarës
AL|50||3185382|Komuna e Helmasit
AL|44||3185387|Komuna e Hekalit
AL|49||3185432|Komuna e Gurit i Zi
AL|43||3185470|Komuna e Grekanit
AL|44||3185473|Komuna e Qendrës
AL|43|04|3185492|Komuna e Gracenit
AL|44||3185495|Komuna e Grabjanit
AL|43||3185568|Komuna e Gjocajt
AL|42||3185581|Komuna e Gjepalajt
AL|42||3185639|Bashkia e Fushë-Krujës
AL|44||3185653|Komuna e Frakullës
AL|44||3185665|Komuna e Fier-Sheganit
AL|44||3185673|Bashkia e Fierit
AL|42||3185729|Bashkia e Durrësit
AL|44||3185741|Komuna e Qendrës
AL|44||3185798|Bashkia e Divjakës
AL|44||3185816|Komuna e Dermenasit
AL|49||3185848|Komuna e Dajçit
AL|48||3185849|Komuna e Dajçit
AL|43||3185898|Bashkia e Cërrikut
AL|44||3185926|Komuna e Cakranit
AL|49||3185940|Komuna e Bushatit
AL|44||3185962|Komuna e Bubullimës
AL|48||3186026|Komuna e Blinishtit
AL|42||3186054|Komuna e Bubqit
AL|50||3186069|Komuna e Bërzhitës
AL|40||3186085|Bashkia e Beratit
AL|43||3186094|Bashkia e Belshit
AL|41||3186104|Komuna e Bazit
AL|49||3186131|Komuna e Barbullushit
AL|44||3186154|Komuna e Ballagatit
AL|50||3186156|Komuna e Balldushkut
AL|49||3186162|Komuna e Kastratit
AL|51||3186185|Komuna e Armenit
AL|44||3186197|Komuna e Aranitasit
AL|50||3315075|Komuna e Kërrabës
AL|50||3315382|Komuna e Dajtit
AL|48||3315383|Komuna e Balldrenit i Ri
AL|49||3315389|Komuna e Qendërit
AL|49||3315390|Komuna e Gruemirës
AL|49||3315391|Komuna e Shkrelit
AL|49||3315392|Komuna e Pultit
AL|49||3315393|Komuna e Temalit
AL|49||3315394|Komuna e Rrethinës
AL|49||3315395|Komuna e Bërdicës
AL|49||3315396|Bashkia e Vau i Dejës
AL|49||3315397|Komuna e Vig-Mnelës
AL|49||3315398|Komuna e Hajmelit
AL|49||3315399|Komuna e Rrapës
AL|48||3315400|Komuna e Kthellës
AL|48||3315401|Komuna e Kolçit
AL|48||3315402|Komuna e Shënkollit
AL|48||3315443|Komuna e Fushë-Kuqejës
AL|42||3315444|Komuna e Kodër Thumanës
AL|42||3315445|Komuna e Cudhit
AL|42||3315446|Komuna e Xhafzotajt
AL|50||3315447|Komuna e Bërxullit
AL|50||3315448|Komuna e Paskuqanit
AL|47|26|7302895|Koçanaj
AL|47|26|7302896|Shkolla e Margegaja
AL|47|26|7302927|Ara e Rexhep Mals
AL|47|11|7302928|Shkolla e Murat Pacit
AL|47|26|7302929|Ura e Baram Uks
AL|26||7302930|Lagjia e Imeraje
AL|47|26|7302931|Spitali i Pacit
AL|44|10944389|10944389|Bashkia Lushnje
AM|11||616389|Myasnikyanskiy Rayon
AR|16|62021|3837856|San Carlos de Bariloche
AR|05||3846258|Los Cocos
AR|21|82084|6269174|Centro Municipal De Distrito Norte "Villa Hortensia"
AR|08|30008|8051092|San José (Entre Ríos)
AR|15|58084|8051093|Caviahue-Copahue
AR|17||11184239|Yacuiba Municipality
AS|020|7267965|7268004|Village of Faleasao
AS|020|8181800|7268012|Village of Leusoali'i
AS|020|8181801|7268013|Village of Luma
AS|020|8181800|7268014|Village of Maia
AS|020|8198683|7268027|Village of Ofu
AS|020|8181803|7268028|Village of Olosega
AS|020|8181803|7268036|Village of Sili
AS|020||8181802|Village of Si'ufaga
AT|08|804|80424|Zwischenwasser
AT|03|325|32530|Zwettl-Niederösterreich
AT|04|415|41521|Wolfern
AT|09|900|904|Gemeindebezirk Wieden
AT|04|417|41749|Weyregg am Attersee
AT|06|622|62262|Wenigzell
AT|05|506|50627|Weissbach bei Lofer
AT|06|606|60654|Weinitzen
AT|07|709|70938|Weerberg
AT|06|622|62261|Waldbach
AT|06|617|61754|Waisenegg
AT|09|900|918|Gemeindebezirk Währing
AT|06|622|62260|Vornholz
AT|08|801|80129|Vandans
AT|07|707|70733|Untertilliach
AT|04|404|40445|Uberackern
AT|07|709|70934|Tux
AT|03|324|32421|Tullnerbach
AT|04|404|40444|Treubach
AT|06|621|62134|Tragöss
AT|07|706|70629|Tösens
AT|06|610|61043|Tillmitsch
AT|04|417|41742|Tiefgraben
AT|07|707|70731|Thurn
AT|08|801|80127|Thüringerberg
AT|07|705|70527|Thiersee
AT|06|606|60648|Thal
AT|06|614|61431|Stolzalpe
AT|01|103|10316|Steinbrunn
AT|07|709|70929|Steinberg am Rofan
AT|06|621|62132|Stanz im Mürztal
AT|07|706|70625|Spiss
AT|08|801|80124|Sonntag
AT|09|900|911|Gemeindebezirk Simmering
AT|07|703|70352|Sellrain
AT|08|802|80236|Schwarzenberg
AT|08|802|80234|Schröcken
AT|03|315|31543|Schollach
AT|07|707|70727|Schlaiten
AT|04|413|41339|Schlägl
AT|06|622|62246|Schachen bei Vorau
AT|06|603|60328|Sankt Oswald ob Eibiswald
AT|06|620|62031|Sankt Oswald-Möderbrugg
AT|05|502|50211|Sankt Koloman
AT|02|208|20813|Sankt Kanzian am Klopeiner See
AT|02|207|20722|Sankt Jakob im Rosental
AT|04|411|41119|Sankt Georgen am Walde
AT|06|616|61618|Rosental an der Kainach
AT|04|415|41513|Rohr im Kremstal
AT|03|313|31337|Rohrendorf bei Krems
AT|07|709|70924|Rohrberg
AT|06|606|60637|Rohrbach-Steinberg
AT|03|314|31410|Rohrbach an der Gölsen
AT|06|614|61419|Rinegg
AT|07|709|70923|Ried im Zillertal
AT|08|802|80230|Reuthe
AT|03|318|31829|Reichenau an der Rax
AT|02|210|21007|Reichenau
AT|04|417|41731|Regau
AT|06|612|61236|Gemeinde Ramsau am Dachstein
AT|06|622|62236|Puchegg
AT|03|308|30848|Prottes
AT|07|708|70827|Pinswang
AT|04|417|41724|Pilsbach
AT|05|504|50416|Pfarrwerfen
AT|09|900|914|Gemeindebezirk Penzing
AT|09|900|916|Gemeindebezirk Ottakring
AT|03|308|30844|Orth an der Donau
AT|07|702|70213|Obsteig
AT|06|620|62018|Oberweg
AT|07|703|70337|Oberperfuss
AT|07|703|70336|Obernberg am Brenner
AT|02|207|20719|Nötsch im Gailtal
AT|01|104|10409|Neuberg im Burgenland
AT|09|900|907|Gemeindebezirk Neubau
AT|04|413|41320|Nebelberg
AT|07|703|70333|Navis
AT|06|617|61732|Naintsch
AT|06|612|61225|Mitterberg
AT|03|319|31923|Michelbach
AT|08|802|80227|Mellau
AT|09|900|912|Gemeindebezirk Meidling
AT|09|900|906|Gemeindebezirk Mariahilf
AT|09|900|905|Gemeindebezirk Margareten
AT|02|206|20619|Malta
AT|08|802|80225|Lingenau
AT|06|622|62227|Limbach bei Neudau
AT|09|900|923|Gemeindebezirk Liesing
AT|05|505|50502|Lessach
AT|09|900|902|Gemeindebezirk Leopoldstadt
AT|04|406|40610|Leopoldschlag
AT|08|804|80411|Laterns
AT|06|614|61408|Laßnitz bei Murau
AT|07|705|70515|Langkampfen
AT|07|702|70208|Längenfeld
AT|08|802|80223|Langenegg
AT|09|900|903|Gemeindebezirk Landstrasse
AT|03|315|31517|Krummnussbaum
AT|05|506|50607|Krimml
AT|07|703|70323|Kolsassberg
AT|07|706|70611|Kaunertal
AT|07|706|70610|Kaunerberg
AT|02|205|20512|Kappel am Krappfeld
AT|06|606|60622|Judendorf-Strassengel
AT|09|900|908|Gemeindebezirk Josefstadt
AT|07|704|70407|Itter
AT|09|900|901|Gemeindebezirk Innere Stadt
AT|03|308|30827|Hohenau an der March
AT|03|307|30712|Höflein
AT|03|315|31511|Hofamt Priel
AT|08|802|80216|Hittisau
AT|07|708|70815|Hinterhornbach
AT|09|900|913|Gemeindebezirk Hietzing
AT|09|900|917|Gemeindebezirk Hernals
AT|06|610|61016|Heimschuh
AT|06|617|61717|Haslau bei Birkfeld
AT|03|305|30514|Haag
AT|07|703|70317|Gschnitz
AT|06|606|60616|Gschnaidt
AT|04|409|40902|Grünburg
AT|07|703|70315|Grinzens
AT|03|307|30709|Götzendorf an der Leitha
AT|05|505|50501|Göriach
AT|05|503|50313|Göming
AT|03|310|31008|Göllersdorf
AT|07|703|70311|Gnadenwald
AT|07|709|70913|Gerlosberg
AT|07|709|70912|Gerlos
AT|05|506|50604|Fusch an der Grossglocknerstrasse
AT|09|900|915|Gemeindebezirk Rudolfsheim-Fünfhaus
AT|08|804|80405|Frastanz
AT|08|801|80109|Fontanella
AT|09|900|921|Gemeindebezirk Floridsdorf
AT|09|900|910|Gemeindebezirk Favoriten
AT|07|706|70601|Faggen
AT|07|703|70307|Ellbögen
AT|04|412|41205|Eitzing
AT|07|708|70807|Ehrwald
AT|03|323|32305|Eggendorf
AT|08|804|80403|Dünserberg
AT|06|612|61209|Donnersbachwald
AT|06|612|61208|Donnersbach
AT|09|900|922|Gemeindebezirk Donaustadt
AT|09|900|919|Gemeindebezirk Döbling
AT|03|322|32202|Dietmanns
AT|02|205|20503|Deutsch-Griffen
AT|08|802|80209|Damüls
AT|08|801|80107|Bürserberg
AT|08|802|80208|Buch
AT|09|900|920|Gemeindebezirk Brigittenau
AT|03|317|31703|Breitenfurt bei Wien
AT|08|801|80105|Brand
AT|04|417|41706|Berg im Attergau
AT|06|616|61601|Bärnbach
AT|06|617|61704|Baierdorf bei Anger
AT|06|623|62302|Aug-Radisch
AT|07|707|70705|Assling
AT|09|900|909|Gemeindebezirk Alsergrund
AT|07|705|70501|Alpbach
AT|08|802|80201|Alberschwende
AT|02|210|21001|Albeck
AT|03|313|31301|Aggsbach
AT|03|321|32101|Absdorf
AT|04|409|40905|Kirchdorf an der Krems
AT|04|409|40907|Kremsmünster
AT|04|409|40908|Micheldorf in Oberösterreich
AT|04|409|40909|Molln
AT|04|409|40912|Pettenbach
AT|04|409|40922|Wartberg an der Krems
AT|04|409|40923|Windischgarsten
AT|06|614|61436|St. Ruprecht-Falkendorf
AT|03|303|30301|Waidhofen an der Ybbs
AT|03|304|30401|Wiener Neustadt
AT|02|202|20201|Villach
AT|03|302|30201|St. Pölten
AT|01|102|10201|Rust
AT|05|501|50101|Salzburg
AT|03|301|30101|Krems an der Donau
AT|02|201|20101|Klagenfurt
AT|07|701|70101|Innsbruck
AT|06|601|60101|Graz
AT|01|101|10101|Eisenstadt
AT|04|401|40101|Linz
AT|04|402|40201|Steyr
AT|04|403|40301|Wels
AT|02|204|20416|Ludmannsdorf
AT|02|204|20428|St. Margareten im Rosental
AT|02|208|20804|Eisenkappel-Vellach
AT|02|204|20414|Köttmannsdorf
AT|02|208|20815|Sittersdorf
AT|01|103|10301|Breitenbrunn
AT|01|103|10304|Hornstein
AT|01|103|10305|Klingenbach
AT|01|103|10307|Mörbisch am See
AT|01|103|10309|Neufeld an der Leitha
AT|01|103|10310|Oggau am Neusiedler See
AT|01|103|10311|Oslip
AT|01|103|10312|Purbach am Neusiedler See
AT|01|103|10313|Sankt Margarethen im Burgenland
AT|01|103|10314|Schützen am Gebirge
AT|01|103|10315|Siegendorf
AT|01|103|10317|Trausdorf an der Wulka
AT|01|103|10318|Wimpassing an der Leitha
AT|01|103|10319|Wulkaprodersdorf
AT|01|103|10320|Loretto
AT|01|103|10323|Zagersdorf
AT|01|104|10401|Bocksdorf
AT|01|104|10404|Gerersdorf-Sulz
AT|01|104|10406|Güttenbach
AT|01|104|10407|Heiligenbrunn
AT|01|104|10408|Kukmirn
AT|01|104|10415|Stinatz
AT|01|104|10416|Strem
AT|01|104|10417|Tobaj
AT|01|104|10418|Hackerberg
AT|01|104|10419|Wörterberg
AT|01|104|10420|Großmürbisch
AT|01|104|10421|Inzenhof
AT|01|104|10422|Kleinmürbisch
AT|01|104|10424|Heugraben
AT|01|104|10425|Rohr im Burgenland
AT|01|104|10427|Rauchwart
AT|01|104|10428|Moschendorf
AT|01|105|10503|Heiligenkreuz im Lafnitztal
AT|01|105|10504|Jennersdorf
AT|01|105|10505|Minihof-Liebau
AT|01|105|10507|Neuhaus am Klausenbach
AT|01|105|10508|Rudersdorf
AT|01|105|10510|Weichselbaum
AT|01|105|10511|Königsdorf
AT|01|105|10512|Mühlgraben
AT|01|106|10601|Draßburg
AT|01|106|10604|Loipersbach im Burgenland
AT|01|106|10606|Mattersburg
AT|01|106|10609|Pöttsching
AT|01|106|10610|Rohrbach bei Mattersburg
AT|01|106|10611|Bad Sauerbrunn
AT|01|106|10612|Schattendorf
AT|01|106|10615|Wiesen
AT|01|106|10616|Antau
AT|01|106|10618|Zemendorf-Stöttera
AT|01|106|10619|Krensdorf
AT|01|107|10702|Apetlon
AT|01|107|10703|Bruckneudorf
AT|01|107|10705|Frauenkirchen
AT|01|107|10709|Illmitz
AT|01|107|10710|Jois
AT|01|107|10711|Kittsee
AT|01|107|10712|Mönchhof
AT|01|107|10714|Nickelsdorf
AT|01|107|10716|Pamhagen
AT|01|107|10720|Tadten
AT|01|107|10723|Winden am See
AT|01|107|10724|Zurndorf
AT|01|107|10726|Potzneusiedl
AT|01|107|10727|Edelstal
AT|01|108|10801|Deutschkreutz
AT|01|108|10802|Draßmarkt
AT|01|108|10804|Großwarasdorf
AT|01|108|10806|Kaisersdorf
AT|01|108|10807|Kobersdorf
AT|01|108|10808|Lackenbach
AT|01|108|10809|Lockenhaus
AT|01|108|10811|Mannersdorf an der Rabnitz
AT|01|108|10813|Neckenmarkt
AT|01|108|10816|Oberpullendorf
AT|01|108|10820|Ritzing
AT|01|108|10821|Steinberg-Dörfl
AT|01|108|10822|Stoob
AT|01|108|10824|Lackendorf
AT|01|108|10825|Unterfrauenhaid
AT|01|108|10827|Weingraben
AT|01|108|10828|Oberloisdorf
AT|01|109|10901|Bad Tatzmannsdorf
AT|01|109|10902|Bernstein
AT|01|109|10905|Großpetersdorf
AT|01|109|10908|Kohfidisch
AT|01|109|10911|Mariasdorf
AT|01|109|10913|Markt Neuhodis
AT|01|109|10916|Oberschützen
AT|01|109|10917|Oberwart
AT|01|109|10918|Pinkafeld
AT|01|109|10919|Rechnitz
AT|01|109|10922|Schachendorf
AT|01|109|10925|Unterwart
AT|01|109|10930|Jabing
AT|02|203|20302|Dellach
AT|02|203|20305|Hermagor-Pressegger See
AT|02|203|20320|Gitschtal
AT|02|204|20403|Feistritz im Rosental
AT|02|204|20409|Grafenstein
AT|02|204|20415|Krumpendorf am Wörther See
AT|02|204|20418|Maria Saal
AT|02|204|20419|Maria Wörth
AT|02|204|20424|Pörtschach am Wörther See
AT|02|204|20432|Schiefling am See
AT|02|204|20441|Zell
AT|02|204|20442|Magdalensberg
AT|02|205|20501|Althofen
AT|02|205|20505|Friesach
AT|02|205|20506|Glödnitz
AT|02|205|20508|Gurk
AT|02|205|20513|Klein St. Paul
AT|02|205|20515|Liebenfels
AT|02|205|20523|St. Georgen am Längsee
AT|02|205|20531|Weitensfeld im Gurktal
AT|02|205|20534|Frauenstein
AT|02|206|20601|Bad Kleinkirchheim
AT|02|206|20602|Baldramsdorf
AT|02|206|20604|Dellach im Drautal
AT|02|206|20607|Flattach
AT|02|206|20609|Greifenburg
AT|02|206|20618|Mallnitz
AT|02|206|20627|Obervellach
AT|02|206|20631|Rangersdorf
AT|02|206|20636|Stall
AT|02|206|20637|Steinfeld
AT|02|206|20638|Trebesing
AT|02|206|20642|Krems in Kärnten
AT|02|206|20644|Reißeck
AT|02|207|20705|Bad Bleiberg
AT|02|207|20707|Feistritz an der Gail
AT|02|207|20710|Ferndorf
AT|02|207|20713|Hohenthurn
AT|02|207|20721|Rosegg
AT|02|207|20723|Stockenboi
AT|02|207|20724|Treffen am Ossiacher See
AT|02|207|20726|Weißenstein
AT|02|207|20727|Wernberg
AT|02|208|20801|Bleiburg
AT|02|208|20802|Diex
AT|02|208|20803|Eberndorf
AT|02|208|20806|Gallizien
AT|02|208|20807|Globasnitz
AT|02|208|20810|Neuhaus
AT|02|208|20812|Ruden
AT|02|209|20905|Frantschach-St. Gertraud
AT|02|209|20911|Preitenegg
AT|02|209|20912|Reichenfels
AT|02|209|20913|St. Andrä
AT|02|209|20918|St. Paul im Lavanttal
AT|02|210|21002|Feldkirchen in Kärnten
AT|02|210|21005|Himmelberg
AT|02|210|21006|Ossiach
AT|02|210|21008|St. Urban
AT|02|210|21009|Steindorf am Ossiacher See
AT|03|305|30502|Amstetten
AT|03|305|30507|Biberbach
AT|03|305|30509|Ernsthofen
AT|03|305|30520|Neuhofen an der Ybbs
AT|03|305|30521|Neustadtl an der Donau
AT|03|305|30522|Oed-Oehling
AT|03|305|30524|Opponitz
AT|03|305|30526|St. Georgen am Reith
AT|03|305|30527|Sankt Georgen am Ybbsfelde
AT|03|305|30529|St. Pantaleon-Erla
AT|03|305|30530|Sankt Peter in der Au
AT|03|305|30532|Seitenstetten
AT|03|305|30536|Viehdorf
AT|03|305|30539|Weistrach
AT|03|306|30602|Altenmarkt an der Triesting
AT|03|306|30603|Bad Vöslau
AT|03|306|30605|Berndorf
AT|03|306|30608|Enzesfeld-Lindabrunn
AT|03|306|30612|Günselsdorf
AT|03|306|30613|Heiligenkreuz
AT|03|306|30616|Klausen-Leopoldsdorf
AT|03|306|30618|Kottingbrunn
AT|03|306|30620|Leobersdorf
AT|03|306|30623|Oberwaltersdorf
